event_id,historical_symbol,first_trade_ts_utc,minute_ts_utc,relative_minute,equity_trade_count,share_volume,log_share_volume,dollar_volume,share_turnover,option_trade_count,option_contract_volume,log_option_volume,option_call_volume,option_put_volume,quoted_spread_pct,effective_spread_pct,realized_spread_5m_pct,price_impact_5m_pct,absolute_order_imbalance,order_flow_source,research_use_only
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T19:57:00.000Z,11,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T19:58:00.000Z,12,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T19:59:00.000Z,13,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:00:00.000Z,14,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:01:00.000Z,15,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:02:00.000Z,16,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:03:00.000Z,17,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:04:00.000Z,18,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:05:00.000Z,19,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:06:00.000Z,20,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:07:00.000Z,21,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:08:00.000Z,22,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:09:00.000Z,23,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:10:00.000Z,24,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:11:00.000Z,25,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:12:00.000Z,26,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:13:00.000Z,27,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:14:00.000Z,28,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:15:00.000Z,29,,,,,,,,,,,,,,,,,1
HEJFE-376286473ECFECB4,CA,2011-07-20T19:46:00.000Z,2011-07-20T20:16:00.000Z,30,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:02:00.000Z,-30,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:03:00.000Z,-29,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:04:00.000Z,-28,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:05:00.000Z,-27,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:06:00.000Z,-26,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:07:00.000Z,-25,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:08:00.000Z,-24,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:09:00.000Z,-23,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:10:00.000Z,-22,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:11:00.000Z,-21,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:12:00.000Z,-20,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:13:00.000Z,-19,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:14:00.000Z,-18,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:15:00.000Z,-17,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:16:00.000Z,-16,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:17:00.000Z,-15,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:18:00.000Z,-14,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:19:00.000Z,-13,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:20:00.000Z,-12,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:21:00.000Z,-11,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:22:00.000Z,-10,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:23:00.000Z,-9,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:24:00.000Z,-8,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:25:00.000Z,-7,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:26:00.000Z,-6,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:27:00.000Z,-5,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:28:00.000Z,-4,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:29:00.000Z,-3,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:30:00.000Z,-2,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:31:00.000Z,-1,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:32:00.000Z,0,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:33:00.000Z,1,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:34:00.000Z,2,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:35:00.000Z,3,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:36:00.000Z,4,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:37:00.000Z,5,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:38:00.000Z,6,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:39:00.000Z,7,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:40:00.000Z,8,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:41:00.000Z,9,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:42:00.000Z,10,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:43:00.000Z,11,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:44:00.000Z,12,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:45:00.000Z,13,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:46:00.000Z,14,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:47:00.000Z,15,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:48:00.000Z,16,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:49:00.000Z,17,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:50:00.000Z,18,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:51:00.000Z,19,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:52:00.000Z,20,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:53:00.000Z,21,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:54:00.000Z,22,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:55:00.000Z,23,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:56:00.000Z,24,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:57:00.000Z,25,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:58:00.000Z,26,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T18:59:00.000Z,27,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T19:00:00.000Z,28,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T19:01:00.000Z,29,,,,,,,,,,,,,,,,,1
HEJFE-2D81C70F59E076BA,CA,2012-01-24T18:32:00.000Z,2012-01-24T19:02:00.000Z,30,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:29:00.000Z,-30,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:30:00.000Z,-29,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:31:00.000Z,-28,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:32:00.000Z,-27,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:33:00.000Z,-26,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:34:00.000Z,-25,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:35:00.000Z,-24,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:36:00.000Z,-23,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:37:00.000Z,-22,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:38:00.000Z,-21,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:39:00.000Z,-20,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:40:00.000Z,-19,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:41:00.000Z,-18,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:42:00.000Z,-17,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:43:00.000Z,-16,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:44:00.000Z,-15,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:45:00.000Z,-14,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:46:00.000Z,-13,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:47:00.000Z,-12,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:48:00.000Z,-11,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:49:00.000Z,-10,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:50:00.000Z,-9,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:51:00.000Z,-8,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:52:00.000Z,-7,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:53:00.000Z,-6,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:54:00.000Z,-5,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:55:00.000Z,-4,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:56:00.000Z,-3,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:57:00.000Z,-2,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:58:00.000Z,-1,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T20:59:00.000Z,0,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:00:00.000Z,1,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:01:00.000Z,2,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:02:00.000Z,3,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:03:00.000Z,4,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:04:00.000Z,5,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:05:00.000Z,6,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:06:00.000Z,7,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:07:00.000Z,8,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:08:00.000Z,9,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:09:00.000Z,10,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:10:00.000Z,11,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:11:00.000Z,12,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:12:00.000Z,13,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:13:00.000Z,14,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:14:00.000Z,15,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:15:00.000Z,16,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:16:00.000Z,17,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:17:00.000Z,18,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:18:00.000Z,19,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:19:00.000Z,20,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:20:00.000Z,21,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:21:00.000Z,22,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:22:00.000Z,23,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:23:00.000Z,24,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:24:00.000Z,25,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:25:00.000Z,26,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:26:00.000Z,27,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:27:00.000Z,28,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:28:00.000Z,29,,,,,,,,,,,,,,,,,1
HEJFE-E8C5063581BE7EB7,F,2015-01-28T20:59:00.000Z,2015-01-28T21:29:00.000Z,30,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:11:00.000Z,-30,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:12:00.000Z,-29,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:13:00.000Z,-28,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:14:00.000Z,-27,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:15:00.000Z,-26,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:16:00.000Z,-25,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:17:00.000Z,-24,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:18:00.000Z,-23,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:19:00.000Z,-22,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:20:00.000Z,-21,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:21:00.000Z,-20,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:22:00.000Z,-19,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:23:00.000Z,-18,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:24:00.000Z,-17,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:25:00.000Z,-16,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:26:00.000Z,-15,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:27:00.000Z,-14,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:28:00.000Z,-13,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:29:00.000Z,-12,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:30:00.000Z,-11,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:31:00.000Z,-10,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:32:00.000Z,-9,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:33:00.000Z,-8,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:34:00.000Z,-7,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:35:00.000Z,-6,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:36:00.000Z,-5,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:37:00.000Z,-4,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:38:00.000Z,-3,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:39:00.000Z,-2,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:40:00.000Z,-1,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:41:00.000Z,0,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:42:00.000Z,1,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:43:00.000Z,2,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:44:00.000Z,3,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:45:00.000Z,4,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:46:00.000Z,5,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:47:00.000Z,6,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:48:00.000Z,7,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:49:00.000Z,8,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:50:00.000Z,9,,,,,,,,,,,,,,,,,1
HEJFE-7C93D3838E60926C,CMTL,2014-12-10T20:41:00.000Z,2014-12-10T20:51:00.000Z,10,,,,,,,,,,,,,,,,,1
