source_family,record_kind,trade_date,requirement,unique_symbol_count,historical_symbols,symbol_date_pair_count,acquisition_scope,blocking_metadata,research_use_only
cboe_option_quotes,option_quote,2011-10-12,required_full_replication,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-10-12,conditional,4,AGP;LSTR;MUSA;VDSI,4,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-10-13,required_core,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-10-13,required_core,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-10-13,required_full_replication,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-10-13,required_full_replication,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-10-13,conditional,4,AGP;LSTR;MUSA;VDSI,4,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-10-14,required_core,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-10-14,required_core,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-10-14,required_full_replication,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-10-14,required_full_replication,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-10-14,conditional,4,AGP;LSTR;MUSA;VDSI,4,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-10-17,required_core,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-10-17,required_core,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-10-17,required_full_replication,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-10-17,required_full_replication,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-10-17,conditional,4,AGP;LSTR;MUSA;VDSI,4,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-10-18,required_core,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-10-18,required_core,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-10-18,required_full_replication,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-10-18,required_full_replication,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-10-18,conditional,4,AGP;LSTR;MUSA;VDSI,4,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-10-19,required_core,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-10-19,required_core,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-10-19,required_full_replication,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-10-19,required_full_replication,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-10-19,conditional,4,AGP;LSTR;MUSA;VDSI,4,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-10-20,required_core,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-10-20,required_core,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-10-20,required_full_replication,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-10-20,required_full_replication,4,AGP;LSTR;MUSA;VDSI,4,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-10-20,conditional,4,AGP;LSTR;MUSA;VDSI,4,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-10-21,required_core,3,AGP;LSTR;VDSI,3,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-10-21,required_core,3,AGP;LSTR;VDSI,3,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-10-21,required_full_replication,3,AGP;LSTR;VDSI,3,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-10-21,required_full_replication,3,AGP;LSTR;VDSI,3,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-10-21,conditional,3,AGP;LSTR;VDSI,3,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-10-24,required_core,2,AGP;VDSI,2,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-10-24,required_core,2,AGP;VDSI,2,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-10-24,required_full_replication,2,AGP;VDSI,2,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-10-24,required_full_replication,2,AGP;VDSI,2,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-10-24,conditional,2,AGP;VDSI,2,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-10-25,required_core,2,AGP;VDSI,2,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-10-25,required_core,2,AGP;VDSI,2,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-10-25,required_full_replication,2,AGP;VDSI,2,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-10-25,required_full_replication,2,AGP;VDSI,2,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-10-25,conditional,2,AGP;VDSI,2,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-10-26,required_core,2,AGP;VDSI,2,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-10-26,required_core,2,AGP;VDSI,2,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-10-26,required_full_replication,2,AGP;VDSI,2,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-10-26,required_full_replication,2,AGP;VDSI,2,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-10-26,conditional,2,AGP;VDSI,2,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-10-27,required_core,1,AGP,1,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-10-27,required_core,1,AGP,1,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-10-27,required_full_replication,1,AGP,1,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-10-27,required_full_replication,1,AGP,1,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-10-27,conditional,1,AGP,1,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-12-20,required_core,2,IGT;MDP,2,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-12-20,required_core,2,IGT;MDP,2,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-12-20,required_full_replication,2,IGT;MDP,2,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-12-20,required_full_replication,2,IGT;MDP,2,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-12-20,conditional,2,IGT;MDP,2,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-12-21,required_core,8,BA;CA;IBKC;IGT;MDP;RES;ROL;WRLD,8,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-12-21,required_core,8,BA;CA;IBKC;IGT;MDP;RES;ROL;WRLD,8,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-12-21,required_full_replication,8,BA;CA;IBKC;IGT;MDP;RES;ROL;WRLD,8,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-12-21,required_full_replication,8,BA;CA;IBKC;IGT;MDP;RES;ROL;WRLD,8,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-12-21,conditional,8,BA;CA;IBKC;IGT;MDP;RES;ROL;WRLD,8,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-12-22,required_core,15,AF;BA;CA;CAT;DEST;IBKC;IGT;ISSI;MDP;NVR;RES;ROL;SYMM;VAR;WRLD,15,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-12-22,required_core,15,AF;BA;CA;CAT;DEST;IBKC;IGT;ISSI;MDP;NVR;RES;ROL;SYMM;VAR;WRLD,15,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-12-22,required_full_replication,15,AF;BA;CA;CAT;DEST;IBKC;IGT;ISSI;MDP;NVR;RES;ROL;SYMM;VAR;WRLD,15,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-12-22,required_full_replication,15,AF;BA;CA;CAT;DEST;IBKC;IGT;ISSI;MDP;NVR;RES;ROL;SYMM;VAR;WRLD,15,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-12-22,conditional,15,AF;BA;CA;CAT;DEST;IBKC;IGT;ISSI;MDP;NVR;RES;ROL;SYMM;VAR;WRLD,15,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-12-23,required_core,21,AF;BA;CA;CAT;CB;DEST;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,21,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-12-23,required_core,21,AF;BA;CA;CAT;CB;DEST;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,21,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-12-23,required_full_replication,21,AF;BA;CA;CAT;CB;DEST;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,21,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-12-23,required_full_replication,21,AF;BA;CA;CAT;CB;DEST;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,21,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-12-23,conditional,21,AF;BA;CA;CAT;CB;DEST;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,21,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-12-27,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-12-27,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-12-27,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-12-27,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-12-27,conditional,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-12-28,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-12-28,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-12-28,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-12-28,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-12-28,conditional,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-12-29,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-12-29,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-12-29,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-12-29,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-12-29,conditional,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-12-30,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-12-30,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-12-30,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-12-30,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-12-30,conditional,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2012-01-03,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2012-01-03,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2012-01-03,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2012-01-03,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2012-01-03,conditional,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2012-01-04,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2012-01-04,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2012-01-04,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2012-01-04,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2012-01-04,conditional,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2012-01-05,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2012-01-05,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2012-01-05,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2012-01-05,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2012-01-05,conditional,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2012-01-06,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2012-01-06,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2012-01-06,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2012-01-06,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2012-01-06,conditional,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2012-01-09,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2012-01-09,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2012-01-09,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2012-01-09,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2012-01-09,conditional,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2012-01-10,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2012-01-10,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2012-01-10,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2012-01-10,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2012-01-10,conditional,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2012-01-11,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2012-01-11,required_core,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2012-01-11,required_full_replication,22,AF;BA;CA;CAT;CB;DEST;HAE;HON;IBKC;IDXX;IGT;ISSI;MDP;MSCC;MUSA;MXIM;NVR;RES;ROL;SYMM;VAR;WRLD,22,date_file_or_underlying_filtered_export,,1
