source_family,record_kind,trade_date,requirement,unique_symbol_count,historical_symbols,symbol_date_pair_count,acquisition_scope,blocking_metadata,research_use_only
nyse_daily_taq,equity_trade,2011-03-21,required_core,2,JNPR;VMW,2,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-03-21,required_core,2,JNPR;VMW,2,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-03-21,required_full_replication,2,JNPR;VMW,2,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-03-21,required_full_replication,2,JNPR;VMW,2,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-03-21,conditional,2,JNPR;VMW,2,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-03-22,required_core,3,EW;JNPR;VMW,3,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-03-22,required_core,3,EW;JNPR;VMW,3,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-03-22,required_full_replication,3,EW;JNPR;VMW,3,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-03-22,required_full_replication,3,EW;JNPR;VMW,3,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-03-22,conditional,3,EW;JNPR;VMW,3,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-03-23,required_core,3,EW;JNPR;VMW,3,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-03-23,required_core,3,EW;JNPR;VMW,3,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-03-23,required_full_replication,3,EW;JNPR;VMW,3,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-03-23,required_full_replication,3,EW;JNPR;VMW,3,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-03-23,conditional,3,EW;JNPR;VMW,3,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-03-24,required_core,3,EW;JNPR;VMW,3,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-03-24,required_core,3,EW;JNPR;VMW,3,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-03-24,required_full_replication,3,EW;JNPR;VMW,3,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-03-24,required_full_replication,3,EW;JNPR;VMW,3,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-03-24,conditional,3,EW;JNPR;VMW,3,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-03-25,required_core,4,EHTH;EW;JNPR;VMW,4,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-03-25,required_core,4,EHTH;EW;JNPR;VMW,4,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-03-25,required_full_replication,4,EHTH;EW;JNPR;VMW,4,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-03-25,required_full_replication,4,EHTH;EW;JNPR;VMW,4,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-03-25,conditional,4,EHTH;EW;JNPR;VMW,4,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-03-28,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-03-28,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-03-28,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-03-28,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-03-28,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-03-29,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-03-29,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-03-29,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-03-29,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-03-29,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-03-30,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-03-30,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-03-30,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-03-30,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-03-30,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-03-31,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-03-31,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-03-31,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-03-31,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-03-31,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-01,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-01,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-01,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-01,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-01,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-04,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-04,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-04,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-04,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-04,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-05,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-05,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-05,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-05,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-05,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-06,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-06,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-06,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-06,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-06,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-07,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-07,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-07,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-07,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-07,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-08,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-08,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-08,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-08,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-08,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-11,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-11,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-11,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-11,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-11,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-12,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-12,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-12,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-12,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-12,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-13,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-13,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-13,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-13,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-13,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-14,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-14,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-14,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-14,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-14,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-15,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-15,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-15,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-15,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-15,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-18,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-18,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-18,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-18,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-18,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-19,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-19,required_core,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-19,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-19,required_full_replication,5,CNMD;EHTH;EW;JNPR;VMW,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-19,conditional,5,CNMD;EHTH;EW;JNPR;VMW,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-20,required_core,3,CNMD;EHTH;EW,3,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-20,required_core,3,CNMD;EHTH;EW,3,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-20,required_full_replication,3,CNMD;EHTH;EW,3,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-20,required_full_replication,3,CNMD;EHTH;EW,3,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-20,conditional,3,CNMD;EHTH;EW,3,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-21,required_core,2,CNMD;EHTH,2,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-21,required_core,2,CNMD;EHTH,2,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-21,required_full_replication,2,CNMD;EHTH,2,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-21,required_full_replication,2,CNMD;EHTH,2,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-21,conditional,2,CNMD;EHTH,2,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-25,required_core,2,CNMD;EHTH,2,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-25,required_core,2,CNMD;EHTH,2,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-25,required_full_replication,2,CNMD;EHTH,2,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-25,required_full_replication,2,CNMD;EHTH,2,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-25,conditional,2,CNMD;EHTH,2,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-26,required_core,2,CNMD;EHTH,2,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-26,required_core,2,CNMD;EHTH,2,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-26,required_full_replication,2,CNMD;EHTH,2,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-26,required_full_replication,2,CNMD;EHTH,2,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-26,conditional,2,CNMD;EHTH,2,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-04-27,required_core,1,CNMD,1,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-04-27,required_core,1,CNMD,1,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-04-27,required_full_replication,1,CNMD,1,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-04-27,required_full_replication,1,CNMD,1,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-04-27,conditional,1,CNMD,1,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-06-20,required_core,1,CA,1,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-06-20,required_core,1,CA,1,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-06-20,required_full_replication,1,CA,1,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-06-20,required_full_replication,1,CA,1,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-06-20,conditional,1,CA,1,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-06-21,required_core,1,CA,1,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-06-21,required_core,1,CA,1,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-06-21,required_full_replication,1,CA,1,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-06-21,required_full_replication,1,CA,1,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-06-21,conditional,1,CA,1,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-06-22,required_core,1,CA,1,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-06-22,required_core,1,CA,1,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-06-22,required_full_replication,1,CA,1,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-06-22,required_full_replication,1,CA,1,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-06-22,conditional,1,CA,1,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-06-23,required_core,1,CA,1,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-06-23,required_core,1,CA,1,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-06-23,required_full_replication,1,CA,1,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-06-23,required_full_replication,1,CA,1,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-06-23,conditional,1,CA,1,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-06-24,required_core,2,CA;TPX,2,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-06-24,required_core,2,CA;TPX,2,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-06-24,required_full_replication,2,CA;TPX,2,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-06-24,required_full_replication,2,CA;TPX,2,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-06-24,conditional,2,CA;TPX,2,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-06-27,required_core,4,BWA;CA;GT;TPX,4,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-06-27,required_core,4,BWA;CA;GT;TPX,4,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-06-27,required_full_replication,4,BWA;CA;GT;TPX,4,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-06-27,required_full_replication,4,BWA;CA;GT;TPX,4,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-06-27,conditional,4,BWA;CA;GT;TPX,4,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-06-28,required_core,4,BWA;CA;GT;TPX,4,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-06-28,required_core,4,BWA;CA;GT;TPX,4,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-06-28,required_full_replication,4,BWA;CA;GT;TPX,4,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-06-28,required_full_replication,4,BWA;CA;GT;TPX,4,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-06-28,conditional,4,BWA;CA;GT;TPX,4,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-06-29,required_core,4,BWA;CA;GT;TPX,4,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-06-29,required_core,4,BWA;CA;GT;TPX,4,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-06-29,required_full_replication,4,BWA;CA;GT;TPX,4,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-06-29,required_full_replication,4,BWA;CA;GT;TPX,4,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-06-29,conditional,4,BWA;CA;GT;TPX,4,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-06-30,required_core,4,BWA;CA;GT;TPX,4,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-06-30,required_core,4,BWA;CA;GT;TPX,4,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-06-30,required_full_replication,4,BWA;CA;GT;TPX,4,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-06-30,required_full_replication,4,BWA;CA;GT;TPX,4,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-06-30,conditional,4,BWA;CA;GT;TPX,4,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-07-01,required_core,4,BWA;CA;GT;TPX,4,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-07-01,required_core,4,BWA;CA;GT;TPX,4,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-07-01,required_full_replication,4,BWA;CA;GT;TPX,4,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-07-01,required_full_replication,4,BWA;CA;GT;TPX,4,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-07-01,conditional,4,BWA;CA;GT;TPX,4,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-07-05,required_core,5,BWA;CA;DNDN;GT;TPX,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-07-05,required_core,5,BWA;CA;DNDN;GT;TPX,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-07-05,required_full_replication,5,BWA;CA;DNDN;GT;TPX,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-07-05,required_full_replication,5,BWA;CA;DNDN;GT;TPX,5,date_file_or_underlying_filtered_export,,1
nasdaq_itch_5_0_decoded,itch_decoded,2011-07-05,conditional,5,BWA;CA;DNDN;GT;TPX,5,decoded_date_file_filtered_to_required_symbols,point_in_time_primary_listing_exchange,1
nyse_daily_taq,equity_trade,2011-07-06,required_core,5,BWA;CA;DNDN;GT;TPX,5,date_file_or_symbol_filtered_export,,1
nyse_daily_taq,equity_quote,2011-07-06,required_core,5,BWA;CA;DNDN;GT;TPX,5,date_file_or_symbol_filtered_export,,1
cboe_option_trades,option_trade,2011-07-06,required_full_replication,5,BWA;CA;DNDN;GT;TPX,5,date_file_or_underlying_filtered_export,,1
cboe_option_quotes,option_quote,2011-07-06,required_full_replication,5,BWA;CA;DNDN;GT;TPX,5,date_file_or_underlying_filtered_export,,1
