historical_symbol,trade_date,shares_outstanding,resolution_status,source_id,source_family,source_reference,fact_date,available_at,staleness_days,research_use_only
PFPT,2013-04-09,,unresolved,,,,,,,1
PNRA,2013-04-09,,unresolved,,,,,,,1
STMP,2013-04-09,,unresolved,,,,,,,1
VRSN,2013-04-09,,unresolved,,,,,,,1
ACO,2013-04-10,,unresolved,,,,,,,1
APC,2013-04-10,,unresolved,,,,,,,1
BIO,2013-04-10,,unresolved,,,,,,,1
CAMP,2013-04-10,,unresolved,,,,,,,1
CENX,2013-04-10,,unresolved,,,,,,,1
DGI,2013-04-10,,unresolved,,,,,,,1
ECHO,2013-04-10,,unresolved,,,,,,,1
ECOL,2013-04-10,,unresolved,,,,,,,1
EHTH,2013-04-10,,unresolved,,,,,,,1
EW,2013-04-10,,unresolved,,,,,,,1
GDI,2013-04-10,,unresolved,,,,,,,1
GORO,2013-04-10,,unresolved,,,,,,,1
ISIL,2013-04-10,,unresolved,,,,,,,1
JNPR,2013-04-10,,unresolved,,,,,,,1
KELYA,2013-04-10,,unresolved,,,,,,,1
LRCX,2013-04-10,,unresolved,,,,,,,1
LSCC,2013-04-10,,unresolved,,,,,,,1
MCRI,2013-04-10,,unresolved,,,,,,,1
MCRL,2013-04-10,,unresolved,,,,,,,1
MTH,2013-04-10,,unresolved,,,,,,,1
PFPT,2013-04-10,,unresolved,,,,,,,1
PNRA,2013-04-10,,unresolved,,,,,,,1
STMP,2013-04-10,,unresolved,,,,,,,1
VRSN,2013-04-10,,unresolved,,,,,,,1
ACO,2013-04-11,,unresolved,,,,,,,1
APC,2013-04-11,,unresolved,,,,,,,1
BIO,2013-04-11,,unresolved,,,,,,,1
CAMP,2013-04-11,,unresolved,,,,,,,1
CENX,2013-04-11,,unresolved,,,,,,,1
DGI,2013-04-11,,unresolved,,,,,,,1
ECHO,2013-04-11,,unresolved,,,,,,,1
ECOL,2013-04-11,,unresolved,,,,,,,1
EHTH,2013-04-11,,unresolved,,,,,,,1
EW,2013-04-11,,unresolved,,,,,,,1
GDI,2013-04-11,,unresolved,,,,,,,1
GORO,2013-04-11,,unresolved,,,,,,,1
ISIL,2013-04-11,,unresolved,,,,,,,1
JNPR,2013-04-11,,unresolved,,,,,,,1
KELYA,2013-04-11,,unresolved,,,,,,,1
LRCX,2013-04-11,,unresolved,,,,,,,1
LSCC,2013-04-11,,unresolved,,,,,,,1
MCRI,2013-04-11,,unresolved,,,,,,,1
MCRL,2013-04-11,,unresolved,,,,,,,1
MTH,2013-04-11,,unresolved,,,,,,,1
PFPT,2013-04-11,,unresolved,,,,,,,1
PNRA,2013-04-11,,unresolved,,,,,,,1
STMP,2013-04-11,,unresolved,,,,,,,1
VRSN,2013-04-11,,unresolved,,,,,,,1
ACO,2013-04-12,,unresolved,,,,,,,1
APC,2013-04-12,,unresolved,,,,,,,1
BIO,2013-04-12,,unresolved,,,,,,,1
CAMP,2013-04-12,,unresolved,,,,,,,1
CENX,2013-04-12,,unresolved,,,,,,,1
DGI,2013-04-12,,unresolved,,,,,,,1
ECHO,2013-04-12,,unresolved,,,,,,,1
ECOL,2013-04-12,,unresolved,,,,,,,1
EHTH,2013-04-12,,unresolved,,,,,,,1
EW,2013-04-12,,unresolved,,,,,,,1
GDI,2013-04-12,,unresolved,,,,,,,1
GORO,2013-04-12,,unresolved,,,,,,,1
ISIL,2013-04-12,,unresolved,,,,,,,1
JNPR,2013-04-12,,unresolved,,,,,,,1
KELYA,2013-04-12,,unresolved,,,,,,,1
LRCX,2013-04-12,,unresolved,,,,,,,1
LSCC,2013-04-12,,unresolved,,,,,,,1
MCRI,2013-04-12,,unresolved,,,,,,,1
MCRL,2013-04-12,,unresolved,,,,,,,1
MTH,2013-04-12,,unresolved,,,,,,,1
PFPT,2013-04-12,,unresolved,,,,,,,1
PNRA,2013-04-12,,unresolved,,,,,,,1
STMP,2013-04-12,,unresolved,,,,,,,1
VRSN,2013-04-12,,unresolved,,,,,,,1
ACO,2013-04-15,,unresolved,,,,,,,1
APC,2013-04-15,,unresolved,,,,,,,1
BIO,2013-04-15,,unresolved,,,,,,,1
CAMP,2013-04-15,,unresolved,,,,,,,1
CENX,2013-04-15,,unresolved,,,,,,,1
DGI,2013-04-15,,unresolved,,,,,,,1
ECHO,2013-04-15,,unresolved,,,,,,,1
ECOL,2013-04-15,,unresolved,,,,,,,1
EHTH,2013-04-15,,unresolved,,,,,,,1
EW,2013-04-15,,unresolved,,,,,,,1
GDI,2013-04-15,,unresolved,,,,,,,1
GORO,2013-04-15,,unresolved,,,,,,,1
ISIL,2013-04-15,,unresolved,,,,,,,1
JNPR,2013-04-15,,unresolved,,,,,,,1
KELYA,2013-04-15,,unresolved,,,,,,,1
LRCX,2013-04-15,,unresolved,,,,,,,1
LSCC,2013-04-15,,unresolved,,,,,,,1
MCRI,2013-04-15,,unresolved,,,,,,,1
MCRL,2013-04-15,,unresolved,,,,,,,1
MTH,2013-04-15,,unresolved,,,,,,,1
PFPT,2013-04-15,,unresolved,,,,,,,1
PNRA,2013-04-15,,unresolved,,,,,,,1
STMP,2013-04-15,,unresolved,,,,,,,1
VRSN,2013-04-15,,unresolved,,,,,,,1
ACO,2013-04-16,,unresolved,,,,,,,1
APC,2013-04-16,,unresolved,,,,,,,1
BIO,2013-04-16,,unresolved,,,,,,,1
CAMP,2013-04-16,,unresolved,,,,,,,1
CENX,2013-04-16,,unresolved,,,,,,,1
DGI,2013-04-16,,unresolved,,,,,,,1
ECHO,2013-04-16,,unresolved,,,,,,,1
ECOL,2013-04-16,,unresolved,,,,,,,1
EHTH,2013-04-16,,unresolved,,,,,,,1
EW,2013-04-16,,unresolved,,,,,,,1
GDI,2013-04-16,,unresolved,,,,,,,1
GORO,2013-04-16,,unresolved,,,,,,,1
ISIL,2013-04-16,,unresolved,,,,,,,1
JNPR,2013-04-16,,unresolved,,,,,,,1
KELYA,2013-04-16,,unresolved,,,,,,,1
LRCX,2013-04-16,,unresolved,,,,,,,1
LSCC,2013-04-16,,unresolved,,,,,,,1
MCRI,2013-04-16,,unresolved,,,,,,,1
MCRL,2013-04-16,,unresolved,,,,,,,1
MTH,2013-04-16,,unresolved,,,,,,,1
PFPT,2013-04-16,,unresolved,,,,,,,1
PNRA,2013-04-16,,unresolved,,,,,,,1
STMP,2013-04-16,,unresolved,,,,,,,1
VRSN,2013-04-16,,unresolved,,,,,,,1
ACO,2013-04-17,,unresolved,,,,,,,1
APC,2013-04-17,,unresolved,,,,,,,1
BIO,2013-04-17,,unresolved,,,,,,,1
CAMP,2013-04-17,,unresolved,,,,,,,1
CENX,2013-04-17,,unresolved,,,,,,,1
DGI,2013-04-17,,unresolved,,,,,,,1
ECHO,2013-04-17,,unresolved,,,,,,,1
ECOL,2013-04-17,,unresolved,,,,,,,1
EHTH,2013-04-17,,unresolved,,,,,,,1
EW,2013-04-17,,unresolved,,,,,,,1
GDI,2013-04-17,,unresolved,,,,,,,1
GORO,2013-04-17,,unresolved,,,,,,,1
ISIL,2013-04-17,,unresolved,,,,,,,1
JNPR,2013-04-17,,unresolved,,,,,,,1
KELYA,2013-04-17,,unresolved,,,,,,,1
LRCX,2013-04-17,,unresolved,,,,,,,1
LSCC,2013-04-17,,unresolved,,,,,,,1
MCRI,2013-04-17,,unresolved,,,,,,,1
MCRL,2013-04-17,,unresolved,,,,,,,1
MTH,2013-04-17,,unresolved,,,,,,,1
PFPT,2013-04-17,,unresolved,,,,,,,1
PNRA,2013-04-17,,unresolved,,,,,,,1
STMP,2013-04-17,,unresolved,,,,,,,1
VRSN,2013-04-17,,unresolved,,,,,,,1
ACO,2013-04-18,,unresolved,,,,,,,1
APC,2013-04-18,,unresolved,,,,,,,1
BIO,2013-04-18,,unresolved,,,,,,,1
CAMP,2013-04-18,,unresolved,,,,,,,1
CENX,2013-04-18,,unresolved,,,,,,,1
DGI,2013-04-18,,unresolved,,,,,,,1
ECHO,2013-04-18,,unresolved,,,,,,,1
ECOL,2013-04-18,,unresolved,,,,,,,1
EHTH,2013-04-18,,unresolved,,,,,,,1
EW,2013-04-18,,unresolved,,,,,,,1
GDI,2013-04-18,,unresolved,,,,,,,1
GORO,2013-04-18,,unresolved,,,,,,,1
ISIL,2013-04-18,,unresolved,,,,,,,1
JNPR,2013-04-18,,unresolved,,,,,,,1
KELYA,2013-04-18,,unresolved,,,,,,,1
LRCX,2013-04-18,,unresolved,,,,,,,1
LSCC,2013-04-18,,unresolved,,,,,,,1
MCRI,2013-04-18,,unresolved,,,,,,,1
MCRL,2013-04-18,,unresolved,,,,,,,1
MTH,2013-04-18,,unresolved,,,,,,,1
PFPT,2013-04-18,,unresolved,,,,,,,1
PNRA,2013-04-18,,unresolved,,,,,,,1
STMP,2013-04-18,,unresolved,,,,,,,1
VRSN,2013-04-18,,unresolved,,,,,,,1
ACO,2013-04-19,,unresolved,,,,,,,1
APC,2013-04-19,,unresolved,,,,,,,1
BIO,2013-04-19,,unresolved,,,,,,,1
CAMP,2013-04-19,,unresolved,,,,,,,1
CENX,2013-04-19,,unresolved,,,,,,,1
DGI,2013-04-19,,unresolved,,,,,,,1
ECHO,2013-04-19,,unresolved,,,,,,,1
ECOL,2013-04-19,,unresolved,,,,,,,1
EHTH,2013-04-19,,unresolved,,,,,,,1
EW,2013-04-19,,unresolved,,,,,,,1
GDI,2013-04-19,,unresolved,,,,,,,1
GORO,2013-04-19,,unresolved,,,,,,,1
ISIL,2013-04-19,,unresolved,,,,,,,1
JNPR,2013-04-19,,unresolved,,,,,,,1
KELYA,2013-04-19,,unresolved,,,,,,,1
LRCX,2013-04-19,,unresolved,,,,,,,1
MCRI,2013-04-19,,unresolved,,,,,,,1
MCRL,2013-04-19,,unresolved,,,,,,,1
MTH,2013-04-19,,unresolved,,,,,,,1
PFPT,2013-04-19,,unresolved,,,,,,,1
PNRA,2013-04-19,,unresolved,,,,,,,1
STMP,2013-04-19,,unresolved,,,,,,,1
VRSN,2013-04-19,,unresolved,,,,,,,1
ACO,2013-04-22,,unresolved,,,,,,,1
APC,2013-04-22,,unresolved,,,,,,,1
BIO,2013-04-22,,unresolved,,,,,,,1
CAMP,2013-04-22,,unresolved,,,,,,,1
CENX,2013-04-22,,unresolved,,,,,,,1
DGI,2013-04-22,,unresolved,,,,,,,1
ECHO,2013-04-22,,unresolved,,,,,,,1
ECOL,2013-04-22,,unresolved,,,,,,,1
EHTH,2013-04-22,,unresolved,,,,,,,1
EW,2013-04-22,,unresolved,,,,,,,1
GDI,2013-04-22,,unresolved,,,,,,,1
GORO,2013-04-22,,unresolved,,,,,,,1
ISIL,2013-04-22,,unresolved,,,,,,,1
JNPR,2013-04-22,,unresolved,,,,,,,1
KELYA,2013-04-22,,unresolved,,,,,,,1
LRCX,2013-04-22,,unresolved,,,,,,,1
MCRI,2013-04-22,,unresolved,,,,,,,1
MCRL,2013-04-22,,unresolved,,,,,,,1
MTH,2013-04-22,,unresolved,,,,,,,1
PFPT,2013-04-22,,unresolved,,,,,,,1
PNRA,2013-04-22,,unresolved,,,,,,,1
STMP,2013-04-22,,unresolved,,,,,,,1
VRSN,2013-04-22,,unresolved,,,,,,,1
ACO,2013-04-23,,unresolved,,,,,,,1
APC,2013-04-23,,unresolved,,,,,,,1
BIO,2013-04-23,,unresolved,,,,,,,1
CAMP,2013-04-23,,unresolved,,,,,,,1
CENX,2013-04-23,,unresolved,,,,,,,1
DGI,2013-04-23,,unresolved,,,,,,,1
ECHO,2013-04-23,,unresolved,,,,,,,1
ECOL,2013-04-23,,unresolved,,,,,,,1
EHTH,2013-04-23,,unresolved,,,,,,,1
EW,2013-04-23,,unresolved,,,,,,,1
GDI,2013-04-23,,unresolved,,,,,,,1
GORO,2013-04-23,,unresolved,,,,,,,1
ISIL,2013-04-23,,unresolved,,,,,,,1
JNPR,2013-04-23,,unresolved,,,,,,,1
KELYA,2013-04-23,,unresolved,,,,,,,1
LRCX,2013-04-23,,unresolved,,,,,,,1
MCRI,2013-04-23,,unresolved,,,,,,,1
MCRL,2013-04-23,,unresolved,,,,,,,1
MTH,2013-04-23,,unresolved,,,,,,,1
PFPT,2013-04-23,,unresolved,,,,,,,1
PNRA,2013-04-23,,unresolved,,,,,,,1
STMP,2013-04-23,,unresolved,,,,,,,1
VRSN,2013-04-23,,unresolved,,,,,,,1
ACO,2013-04-24,,unresolved,,,,,,,1
APC,2013-04-24,,unresolved,,,,,,,1
BIO,2013-04-24,,unresolved,,,,,,,1
CAMP,2013-04-24,,unresolved,,,,,,,1
CENX,2013-04-24,,unresolved,,,,,,,1
DGI,2013-04-24,,unresolved,,,,,,,1
ECHO,2013-04-24,,unresolved,,,,,,,1
ECOL,2013-04-24,,unresolved,,,,,,,1
EHTH,2013-04-24,,unresolved,,,,,,,1
GDI,2013-04-24,,unresolved,,,,,,,1
GORO,2013-04-24,,unresolved,,,,,,,1
ISIL,2013-04-24,,unresolved,,,,,,,1
KELYA,2013-04-24,,unresolved,,,,,,,1
LRCX,2013-04-24,,unresolved,,,,,,,1
MCRI,2013-04-24,,unresolved,,,,,,,1
MCRL,2013-04-24,,unresolved,,,,,,,1
PFPT,2013-04-24,,unresolved,,,,,,,1
STMP,2013-04-24,,unresolved,,,,,,,1
VRSN,2013-04-24,,unresolved,,,,,,,1
ACO,2013-04-25,,unresolved,,,,,,,1
APC,2013-04-25,,unresolved,,,,,,,1
BIO,2013-04-25,,unresolved,,,,,,,1
CAMP,2013-04-25,,unresolved,,,,,,,1
CENX,2013-04-25,,unresolved,,,,,,,1
DGI,2013-04-25,,unresolved,,,,,,,1
ECHO,2013-04-25,,unresolved,,,,,,,1
EHTH,2013-04-25,,unresolved,,,,,,,1
GDI,2013-04-25,,unresolved,,,,,,,1
GORO,2013-04-25,,unresolved,,,,,,,1
KELYA,2013-04-25,,unresolved,,,,,,,1
MCRI,2013-04-25,,unresolved,,,,,,,1
MCRL,2013-04-25,,unresolved,,,,,,,1
PFPT,2013-04-25,,unresolved,,,,,,,1
VRSN,2013-04-25,,unresolved,,,,,,,1
APC,2013-04-26,,unresolved,,,,,,,1
BIO,2013-04-26,,unresolved,,,,,,,1
DGI,2013-04-26,,unresolved,,,,,,,1
GORO,2013-04-26,,unresolved,,,,,,,1
KELYA,2013-04-26,,unresolved,,,,,,,1
APC,2013-04-29,,unresolved,,,,,,,1
BIO,2013-04-29,,unresolved,,,,,,,1
DGI,2013-04-29,,unresolved,,,,,,,1
GORO,2013-04-29,,unresolved,,,,,,,1
KELYA,2013-04-29,,unresolved,,,,,,,1
APC,2013-04-30,,unresolved,,,,,,,1
BIO,2013-04-30,,unresolved,,,,,,,1
DGI,2013-04-30,,unresolved,,,,,,,1
GORO,2013-04-30,,unresolved,,,,,,,1
KELYA,2013-04-30,,unresolved,,,,,,,1
APC,2013-05-01,,unresolved,,,,,,,1
BIO,2013-05-01,,unresolved,,,,,,,1
DGI,2013-05-01,,unresolved,,,,,,,1
GORO,2013-05-01,,unresolved,,,,,,,1
KELYA,2013-05-01,,unresolved,,,,,,,1
APC,2013-05-02,,unresolved,,,,,,,1
BIO,2013-05-02,,unresolved,,,,,,,1
DGI,2013-05-02,,unresolved,,,,,,,1
GORO,2013-05-02,,unresolved,,,,,,,1
KELYA,2013-05-02,,unresolved,,,,,,,1
APC,2013-05-03,,unresolved,,,,,,,1
BIO,2013-05-03,,unresolved,,,,,,,1
DGI,2013-05-03,,unresolved,,,,,,,1
GORO,2013-05-03,,unresolved,,,,,,,1
KELYA,2013-05-03,,unresolved,,,,,,,1
APC,2013-05-06,,unresolved,,,,,,,1
BIO,2013-05-06,,unresolved,,,,,,,1
DGI,2013-05-06,,unresolved,,,,,,,1
GORO,2013-05-06,,unresolved,,,,,,,1
KELYA,2013-05-06,,unresolved,,,,,,,1
BIO,2013-05-07,,unresolved,,,,,,,1
DGI,2013-05-07,,unresolved,,,,,,,1
GORO,2013-05-07,,unresolved,,,,,,,1
KELYA,2013-05-07,,unresolved,,,,,,,1
GORO,2013-05-08,,unresolved,,,,,,,1
JNPR,2013-06-20,,unresolved,,,,,,,1
MTH,2013-06-20,,unresolved,,,,,,,1
PNRA,2013-06-20,,unresolved,,,,,,,1
VMW,2013-06-20,,unresolved,,,,,,,1
JNPR,2013-06-21,,unresolved,,,,,,,1
MTH,2013-06-21,,unresolved,,,,,,,1
PNRA,2013-06-21,,unresolved,,,,,,,1
VMW,2013-06-21,,unresolved,,,,,,,1
JNPR,2013-06-24,,unresolved,,,,,,,1
MTH,2013-06-24,,unresolved,,,,,,,1
PNRA,2013-06-24,,unresolved,,,,,,,1
VMW,2013-06-24,,unresolved,,,,,,,1
JNPR,2013-06-25,,unresolved,,,,,,,1
MTH,2013-06-25,,unresolved,,,,,,,1
PNRA,2013-06-25,,unresolved,,,,,,,1
VMW,2013-06-25,,unresolved,,,,,,,1
JNPR,2013-06-26,,unresolved,,,,,,,1
MTH,2013-06-26,,unresolved,,,,,,,1
PNRA,2013-06-26,,unresolved,,,,,,,1
VMW,2013-06-26,,unresolved,,,,,,,1
JNPR,2013-06-27,,unresolved,,,,,,,1
MTH,2013-06-27,,unresolved,,,,,,,1
PNRA,2013-06-27,,unresolved,,,,,,,1
VMW,2013-06-27,,unresolved,,,,,,,1
JNPR,2013-06-28,,unresolved,,,,,,,1
MTH,2013-06-28,,unresolved,,,,,,,1
PNRA,2013-06-28,,unresolved,,,,,,,1
VMW,2013-06-28,,unresolved,,,,,,,1
JNPR,2013-07-01,,unresolved,,,,,,,1
MTH,2013-07-01,,unresolved,,,,,,,1
PNRA,2013-07-01,,unresolved,,,,,,,1
VMW,2013-07-01,,unresolved,,,,,,,1
JNPR,2013-07-02,,unresolved,,,,,,,1
MTH,2013-07-02,,unresolved,,,,,,,1
PNRA,2013-07-02,,unresolved,,,,,,,1
VMW,2013-07-02,,unresolved,,,,,,,1
JNPR,2013-07-05,,unresolved,,,,,,,1
MTH,2013-07-05,,unresolved,,,,,,,1
PNRA,2013-07-05,,unresolved,,,,,,,1
VMW,2013-07-05,,unresolved,,,,,,,1
JNPR,2013-07-08,,unresolved,,,,,,,1
MTH,2013-07-08,,unresolved,,,,,,,1
PNRA,2013-07-08,,unresolved,,,,,,,1
VMW,2013-07-08,,unresolved,,,,,,,1
JNPR,2013-07-09,,unresolved,,,,,,,1
MTH,2013-07-09,,unresolved,,,,,,,1
PNRA,2013-07-09,,unresolved,,,,,,,1
VMW,2013-07-09,,unresolved,,,,,,,1
JNPR,2013-07-10,,unresolved,,,,,,,1
MTH,2013-07-10,,unresolved,,,,,,,1
PNRA,2013-07-10,,unresolved,,,,,,,1
VMW,2013-07-10,,unresolved,,,,,,,1
JNPR,2013-07-11,,unresolved,,,,,,,1
MTH,2013-07-11,,unresolved,,,,,,,1
PNRA,2013-07-11,,unresolved,,,,,,,1
VMW,2013-07-11,,unresolved,,,,,,,1
JNPR,2013-07-12,,unresolved,,,,,,,1
MTH,2013-07-12,,unresolved,,,,,,,1
PNRA,2013-07-12,,unresolved,,,,,,,1
VMW,2013-07-12,,unresolved,,,,,,,1
JNPR,2013-07-15,,unresolved,,,,,,,1
MTH,2013-07-15,,unresolved,,,,,,,1
PNRA,2013-07-15,,unresolved,,,,,,,1
VMW,2013-07-15,,unresolved,,,,,,,1
JNPR,2013-07-16,,unresolved,,,,,,,1
MTH,2013-07-16,,unresolved,,,,,,,1
PNRA,2013-07-16,,unresolved,,,,,,,1
VMW,2013-07-16,,unresolved,,,,,,,1
JNPR,2013-07-17,,unresolved,,,,,,,1
MTH,2013-07-17,,unresolved,,,,,,,1
PNRA,2013-07-17,,unresolved,,,,,,,1
VMW,2013-07-17,,unresolved,,,,,,,1
JNPR,2013-07-18,,unresolved,,,,,,,1
MTH,2013-07-18,,unresolved,,,,,,,1
PNRA,2013-07-18,,unresolved,,,,,,,1
VMW,2013-07-18,,unresolved,,,,,,,1
JNPR,2013-07-19,,unresolved,,,,,,,1
MTH,2013-07-19,,unresolved,,,,,,,1
PNRA,2013-07-19,,unresolved,,,,,,,1
VMW,2013-07-19,,unresolved,,,,,,,1
JNPR,2013-07-22,,unresolved,,,,,,,1
MTH,2013-07-22,,unresolved,,,,,,,1
PNRA,2013-07-22,,unresolved,,,,,,,1
VMW,2013-07-22,,unresolved,,,,,,,1
JNPR,2013-07-23,,unresolved,,,,,,,1
MTH,2013-07-23,,unresolved,,,,,,,1
PNRA,2013-07-23,,unresolved,,,,,,,1
VMW,2013-07-23,,unresolved,,,,,,,1
TIBX,2013-08-20,,unresolved,,,,,,,1
TIBX,2013-08-21,,unresolved,,,,,,,1
TIBX,2013-08-22,,unresolved,,,,,,,1
TIBX,2013-08-23,,unresolved,,,,,,,1
TIBX,2013-08-26,,unresolved,,,,,,,1
TIBX,2013-08-27,,unresolved,,,,,,,1
TIBX,2013-08-28,,unresolved,,,,,,,1
TIBX,2013-08-29,,unresolved,,,,,,,1
TIBX,2013-08-30,,unresolved,,,,,,,1
TIBX,2013-09-03,,unresolved,,,,,,,1
TIBX,2013-09-04,,unresolved,,,,,,,1
TIBX,2013-09-05,,unresolved,,,,,,,1
TIBX,2013-09-06,,unresolved,,,,,,,1
TIBX,2013-09-09,,unresolved,,,,,,,1
TIBX,2013-09-10,,unresolved,,,,,,,1
TIBX,2013-09-11,,unresolved,,,,,,,1
TIBX,2013-09-12,,unresolved,,,,,,,1
TIBX,2013-09-13,,unresolved,,,,,,,1
TIBX,2013-09-16,,unresolved,,,,,,,1
TIBX,2013-09-17,,unresolved,,,,,,,1
ALGN,2013-09-18,,unresolved,,,,,,,1
AMD,2013-09-18,,unresolved,,,,,,,1
TIBX,2013-09-18,,unresolved,,,,,,,1
ALGN,2013-09-19,,unresolved,,,,,,,1
AMD,2013-09-19,,unresolved,,,,,,,1
TIBX,2013-09-19,,unresolved,,,,,,,1
ALGN,2013-09-20,,unresolved,,,,,,,1
AMD,2013-09-20,,unresolved,,,,,,,1
GNTX,2013-09-20,,unresolved,,,,,,,1
VMW,2013-09-20,,unresolved,,,,,,,1
ALGN,2013-09-23,,unresolved,,,,,,,1
AMD,2013-09-23,,unresolved,,,,,,,1
GNTX,2013-09-23,,unresolved,,,,,,,1
JNPR,2013-09-23,,unresolved,,,,,,,1
PNRA,2013-09-23,,unresolved,,,,,,,1
VMW,2013-09-23,,unresolved,,,,,,,1
ALGN,2013-09-24,,unresolved,,,,,,,1
AMD,2013-09-24,,unresolved,,,,,,,1
GNTX,2013-09-24,,unresolved,,,,,,,1
JNPR,2013-09-24,,unresolved,,,,,,,1
PNRA,2013-09-24,,unresolved,,,,,,,1
VMW,2013-09-24,,unresolved,,,,,,,1
ALGN,2013-09-25,,unresolved,,,,,,,1
AMD,2013-09-25,,unresolved,,,,,,,1
GNTX,2013-09-25,,unresolved,,,,,,,1
JNPR,2013-09-25,,unresolved,,,,,,,1
PNRA,2013-09-25,,unresolved,,,,,,,1
VMW,2013-09-25,,unresolved,,,,,,,1
ALGN,2013-09-26,,unresolved,,,,,,,1
AMD,2013-09-26,,unresolved,,,,,,,1
GNTX,2013-09-26,,unresolved,,,,,,,1
JNPR,2013-09-26,,unresolved,,,,,,,1
PNRA,2013-09-26,,unresolved,,,,,,,1
VMW,2013-09-26,,unresolved,,,,,,,1
ALGN,2013-09-27,,unresolved,,,,,,,1
AMD,2013-09-27,,unresolved,,,,,,,1
GNTX,2013-09-27,,unresolved,,,,,,,1
JNPR,2013-09-27,,unresolved,,,,,,,1
PNRA,2013-09-27,,unresolved,,,,,,,1
VMW,2013-09-27,,unresolved,,,,,,,1
ALGN,2013-09-30,,unresolved,,,,,,,1
AMD,2013-09-30,,unresolved,,,,,,,1
GNTX,2013-09-30,,unresolved,,,,,,,1
JNPR,2013-09-30,,unresolved,,,,,,,1
PNRA,2013-09-30,,unresolved,,,,,,,1
VMW,2013-09-30,,unresolved,,,,,,,1
ALGN,2013-10-01,,unresolved,,,,,,,1
AMD,2013-10-01,,unresolved,,,,,,,1
GNTX,2013-10-01,,unresolved,,,,,,,1
JNPR,2013-10-01,,unresolved,,,,,,,1
PNRA,2013-10-01,,unresolved,,,,,,,1
VMW,2013-10-01,,unresolved,,,,,,,1
ALGN,2013-10-02,,unresolved,,,,,,,1
AMD,2013-10-02,,unresolved,,,,,,,1
GNTX,2013-10-02,,unresolved,,,,,,,1
JNPR,2013-10-02,,unresolved,,,,,,,1
PNRA,2013-10-02,,unresolved,,,,,,,1
VMW,2013-10-02,,unresolved,,,,,,,1
ALGN,2013-10-03,,unresolved,,,,,,,1
AMD,2013-10-03,,unresolved,,,,,,,1
GNTX,2013-10-03,,unresolved,,,,,,,1
JNPR,2013-10-03,,unresolved,,,,,,,1
PNRA,2013-10-03,,unresolved,,,,,,,1
VMW,2013-10-03,,unresolved,,,,,,,1
ALGN,2013-10-04,,unresolved,,,,,,,1
AMD,2013-10-04,,unresolved,,,,,,,1
GNTX,2013-10-04,,unresolved,,,,,,,1
JNPR,2013-10-04,,unresolved,,,,,,,1
PNRA,2013-10-04,,unresolved,,,,,,,1
VMW,2013-10-04,,unresolved,,,,,,,1
ALGN,2013-10-07,,unresolved,,,,,,,1
AMD,2013-10-07,,unresolved,,,,,,,1
GNTX,2013-10-07,,unresolved,,,,,,,1
JNPR,2013-10-07,,unresolved,,,,,,,1
PNRA,2013-10-07,,unresolved,,,,,,,1
VMW,2013-10-07,,unresolved,,,,,,,1
ALGN,2013-10-08,,unresolved,,,,,,,1
AMD,2013-10-08,,unresolved,,,,,,,1
GNTX,2013-10-08,,unresolved,,,,,,,1
JNPR,2013-10-08,,unresolved,,,,,,,1
PNRA,2013-10-08,,unresolved,,,,,,,1
VMW,2013-10-08,,unresolved,,,,,,,1
ALGN,2013-10-09,,unresolved,,,,,,,1
AMD,2013-10-09,,unresolved,,,,,,,1
GNTX,2013-10-09,,unresolved,,,,,,,1
JNPR,2013-10-09,,unresolved,,,,,,,1
PNRA,2013-10-09,,unresolved,,,,,,,1
VMW,2013-10-09,,unresolved,,,,,,,1
ALGN,2013-10-10,,unresolved,,,,,,,1
AMD,2013-10-10,,unresolved,,,,,,,1
GNTX,2013-10-10,,unresolved,,,,,,,1
JNPR,2013-10-10,,unresolved,,,,,,,1
PNRA,2013-10-10,,unresolved,,,,,,,1
VMW,2013-10-10,,unresolved,,,,,,,1
ALGN,2013-10-11,,unresolved,,,,,,,1
AMD,2013-10-11,,unresolved,,,,,,,1
GNTX,2013-10-11,,unresolved,,,,,,,1
JNPR,2013-10-11,,unresolved,,,,,,,1
PNRA,2013-10-11,,unresolved,,,,,,,1
VMW,2013-10-11,,unresolved,,,,,,,1
ALGN,2013-10-14,,unresolved,,,,,,,1
AMD,2013-10-14,,unresolved,,,,,,,1
GNTX,2013-10-14,,unresolved,,,,,,,1
JNPR,2013-10-14,,unresolved,,,,,,,1
PNRA,2013-10-14,,unresolved,,,,,,,1
VMW,2013-10-14,,unresolved,,,,,,,1
ALGN,2013-10-15,,unresolved,,,,,,,1
AMD,2013-10-15,,unresolved,,,,,,,1
GNTX,2013-10-15,,unresolved,,,,,,,1
JNPR,2013-10-15,,unresolved,,,,,,,1
PNRA,2013-10-15,,unresolved,,,,,,,1
VMW,2013-10-15,,unresolved,,,,,,,1
ALGN,2013-10-16,,unresolved,,,,,,,1
AMD,2013-10-16,,unresolved,,,,,,,1
GNTX,2013-10-16,,unresolved,,,,,,,1
JNPR,2013-10-16,,unresolved,,,,,,,1
PNRA,2013-10-16,,unresolved,,,,,,,1
VMW,2013-10-16,,unresolved,,,,,,,1
ALGN,2013-10-17,,unresolved,,,,,,,1
AMD,2013-10-17,,unresolved,,,,,,,1
GNTX,2013-10-17,,unresolved,,,,,,,1
JNPR,2013-10-17,,unresolved,,,,,,,1
PNRA,2013-10-17,,unresolved,,,,,,,1
