historical_symbol,trade_date,shares_outstanding,resolution_status,source_id,source_family,source_reference,fact_date,available_at,staleness_days,research_use_only
MDP,2012-01-06,,unresolved,,,,,,,1
MSCC,2012-01-06,,unresolved,,,,,,,1
MUSA,2012-01-06,,unresolved,,,,,,,1
MXIM,2012-01-06,,unresolved,,,,,,,1
NVR,2012-01-06,,unresolved,,,,,,,1
RES,2012-01-06,,unresolved,,,,,,,1
ROL,2012-01-06,,unresolved,,,,,,,1
SYMM,2012-01-06,,unresolved,,,,,,,1
VAR,2012-01-06,,unresolved,,,,,,,1
WRLD,2012-01-06,,unresolved,,,,,,,1
AF,2012-01-09,,unresolved,,,,,,,1
BA,2012-01-09,,unresolved,,,,,,,1
CA,2012-01-09,,unresolved,,,,,,,1
CAT,2012-01-09,,unresolved,,,,,,,1
CB,2012-01-09,,unresolved,,,,,,,1
DEST,2012-01-09,,unresolved,,,,,,,1
HAE,2012-01-09,,unresolved,,,,,,,1
HON,2012-01-09,,unresolved,,,,,,,1
IBKC,2012-01-09,,unresolved,,,,,,,1
IDXX,2012-01-09,,unresolved,,,,,,,1
IGT,2012-01-09,,unresolved,,,,,,,1
ISSI,2012-01-09,,unresolved,,,,,,,1
MDP,2012-01-09,,unresolved,,,,,,,1
MSCC,2012-01-09,,unresolved,,,,,,,1
MUSA,2012-01-09,,unresolved,,,,,,,1
MXIM,2012-01-09,,unresolved,,,,,,,1
NVR,2012-01-09,,unresolved,,,,,,,1
RES,2012-01-09,,unresolved,,,,,,,1
ROL,2012-01-09,,unresolved,,,,,,,1
SYMM,2012-01-09,,unresolved,,,,,,,1
VAR,2012-01-09,,unresolved,,,,,,,1
WRLD,2012-01-09,,unresolved,,,,,,,1
AF,2012-01-10,,unresolved,,,,,,,1
BA,2012-01-10,,unresolved,,,,,,,1
CA,2012-01-10,,unresolved,,,,,,,1
CAT,2012-01-10,,unresolved,,,,,,,1
CB,2012-01-10,,unresolved,,,,,,,1
DEST,2012-01-10,,unresolved,,,,,,,1
HAE,2012-01-10,,unresolved,,,,,,,1
HON,2012-01-10,,unresolved,,,,,,,1
IBKC,2012-01-10,,unresolved,,,,,,,1
IDXX,2012-01-10,,unresolved,,,,,,,1
IGT,2012-01-10,,unresolved,,,,,,,1
ISSI,2012-01-10,,unresolved,,,,,,,1
MDP,2012-01-10,,unresolved,,,,,,,1
MSCC,2012-01-10,,unresolved,,,,,,,1
MUSA,2012-01-10,,unresolved,,,,,,,1
MXIM,2012-01-10,,unresolved,,,,,,,1
NVR,2012-01-10,,unresolved,,,,,,,1
RES,2012-01-10,,unresolved,,,,,,,1
ROL,2012-01-10,,unresolved,,,,,,,1
SYMM,2012-01-10,,unresolved,,,,,,,1
VAR,2012-01-10,,unresolved,,,,,,,1
WRLD,2012-01-10,,unresolved,,,,,,,1
AF,2012-01-11,,unresolved,,,,,,,1
BA,2012-01-11,,unresolved,,,,,,,1
CA,2012-01-11,,unresolved,,,,,,,1
CAT,2012-01-11,,unresolved,,,,,,,1
CB,2012-01-11,,unresolved,,,,,,,1
DEST,2012-01-11,,unresolved,,,,,,,1
HAE,2012-01-11,,unresolved,,,,,,,1
HON,2012-01-11,,unresolved,,,,,,,1
IBKC,2012-01-11,,unresolved,,,,,,,1
IDXX,2012-01-11,,unresolved,,,,,,,1
IGT,2012-01-11,,unresolved,,,,,,,1
ISSI,2012-01-11,,unresolved,,,,,,,1
MDP,2012-01-11,,unresolved,,,,,,,1
MSCC,2012-01-11,,unresolved,,,,,,,1
MUSA,2012-01-11,,unresolved,,,,,,,1
MXIM,2012-01-11,,unresolved,,,,,,,1
NVR,2012-01-11,,unresolved,,,,,,,1
RES,2012-01-11,,unresolved,,,,,,,1
ROL,2012-01-11,,unresolved,,,,,,,1
SYMM,2012-01-11,,unresolved,,,,,,,1
VAR,2012-01-11,,unresolved,,,,,,,1
WRLD,2012-01-11,,unresolved,,,,,,,1
AF,2012-01-12,,unresolved,,,,,,,1
BA,2012-01-12,,unresolved,,,,,,,1
CA,2012-01-12,,unresolved,,,,,,,1
CAT,2012-01-12,,unresolved,,,,,,,1
CB,2012-01-12,,unresolved,,,,,,,1
DEST,2012-01-12,,unresolved,,,,,,,1
HAE,2012-01-12,,unresolved,,,,,,,1
HON,2012-01-12,,unresolved,,,,,,,1
IBKC,2012-01-12,,unresolved,,,,,,,1
IDXX,2012-01-12,,unresolved,,,,,,,1
IGT,2012-01-12,,unresolved,,,,,,,1
ISSI,2012-01-12,,unresolved,,,,,,,1
MDP,2012-01-12,,unresolved,,,,,,,1
MSCC,2012-01-12,,unresolved,,,,,,,1
MUSA,2012-01-12,,unresolved,,,,,,,1
MXIM,2012-01-12,,unresolved,,,,,,,1
NVR,2012-01-12,,unresolved,,,,,,,1
RES,2012-01-12,,unresolved,,,,,,,1
ROL,2012-01-12,,unresolved,,,,,,,1
SYMM,2012-01-12,,unresolved,,,,,,,1
VAR,2012-01-12,,unresolved,,,,,,,1
WRLD,2012-01-12,,unresolved,,,,,,,1
AF,2012-01-13,,unresolved,,,,,,,1
BA,2012-01-13,,unresolved,,,,,,,1
CA,2012-01-13,,unresolved,,,,,,,1
CAT,2012-01-13,,unresolved,,,,,,,1
CB,2012-01-13,,unresolved,,,,,,,1
DEST,2012-01-13,,unresolved,,,,,,,1
HAE,2012-01-13,,unresolved,,,,,,,1
HON,2012-01-13,,unresolved,,,,,,,1
IBKC,2012-01-13,,unresolved,,,,,,,1
IDXX,2012-01-13,,unresolved,,,,,,,1
IGT,2012-01-13,,unresolved,,,,,,,1
ISSI,2012-01-13,,unresolved,,,,,,,1
MDP,2012-01-13,,unresolved,,,,,,,1
MSCC,2012-01-13,,unresolved,,,,,,,1
MUSA,2012-01-13,,unresolved,,,,,,,1
MXIM,2012-01-13,,unresolved,,,,,,,1
NVR,2012-01-13,,unresolved,,,,,,,1
RES,2012-01-13,,unresolved,,,,,,,1
ROL,2012-01-13,,unresolved,,,,,,,1
SYMM,2012-01-13,,unresolved,,,,,,,1
VAR,2012-01-13,,unresolved,,,,,,,1
WRLD,2012-01-13,,unresolved,,,,,,,1
AF,2012-01-17,,unresolved,,,,,,,1
BA,2012-01-17,,unresolved,,,,,,,1
CA,2012-01-17,,unresolved,,,,,,,1
CAT,2012-01-17,,unresolved,,,,,,,1
CB,2012-01-17,,unresolved,,,,,,,1
DEST,2012-01-17,,unresolved,,,,,,,1
HAE,2012-01-17,,unresolved,,,,,,,1
HON,2012-01-17,,unresolved,,,,,,,1
IBKC,2012-01-17,,unresolved,,,,,,,1
IDXX,2012-01-17,,unresolved,,,,,,,1
IGT,2012-01-17,,unresolved,,,,,,,1
ISSI,2012-01-17,,unresolved,,,,,,,1
MDP,2012-01-17,,unresolved,,,,,,,1
MSCC,2012-01-17,,unresolved,,,,,,,1
MUSA,2012-01-17,,unresolved,,,,,,,1
MXIM,2012-01-17,,unresolved,,,,,,,1
NVR,2012-01-17,,unresolved,,,,,,,1
RES,2012-01-17,,unresolved,,,,,,,1
ROL,2012-01-17,,unresolved,,,,,,,1
SYMM,2012-01-17,,unresolved,,,,,,,1
VAR,2012-01-17,,unresolved,,,,,,,1
WRLD,2012-01-17,,unresolved,,,,,,,1
AF,2012-01-18,,unresolved,,,,,,,1
BA,2012-01-18,,unresolved,,,,,,,1
CA,2012-01-18,,unresolved,,,,,,,1
CAT,2012-01-18,,unresolved,,,,,,,1
CB,2012-01-18,,unresolved,,,,,,,1
DEST,2012-01-18,,unresolved,,,,,,,1
HAE,2012-01-18,,unresolved,,,,,,,1
HON,2012-01-18,,unresolved,,,,,,,1
IBKC,2012-01-18,,unresolved,,,,,,,1
IDXX,2012-01-18,,unresolved,,,,,,,1
IGT,2012-01-18,,unresolved,,,,,,,1
ISSI,2012-01-18,,unresolved,,,,,,,1
MDP,2012-01-18,,unresolved,,,,,,,1
MSCC,2012-01-18,,unresolved,,,,,,,1
MUSA,2012-01-18,,unresolved,,,,,,,1
MXIM,2012-01-18,,unresolved,,,,,,,1
NVR,2012-01-18,,unresolved,,,,,,,1
RES,2012-01-18,,unresolved,,,,,,,1
ROL,2012-01-18,,unresolved,,,,,,,1
SYMM,2012-01-18,,unresolved,,,,,,,1
VAR,2012-01-18,,unresolved,,,,,,,1
WRLD,2012-01-18,,unresolved,,,,,,,1
AF,2012-01-19,,unresolved,,,,,,,1
BA,2012-01-19,,unresolved,,,,,,,1
CA,2012-01-19,,unresolved,,,,,,,1
CAT,2012-01-19,,unresolved,,,,,,,1
CB,2012-01-19,,unresolved,,,,,,,1
DEST,2012-01-19,,unresolved,,,,,,,1
HAE,2012-01-19,,unresolved,,,,,,,1
HON,2012-01-19,,unresolved,,,,,,,1
IBKC,2012-01-19,,unresolved,,,,,,,1
IDXX,2012-01-19,,unresolved,,,,,,,1
IGT,2012-01-19,,unresolved,,,,,,,1
ISSI,2012-01-19,,unresolved,,,,,,,1
MDP,2012-01-19,,unresolved,,,,,,,1
MSCC,2012-01-19,,unresolved,,,,,,,1
MUSA,2012-01-19,,unresolved,,,,,,,1
MXIM,2012-01-19,,unresolved,,,,,,,1
NVR,2012-01-19,,unresolved,,,,,,,1
RES,2012-01-19,,unresolved,,,,,,,1
ROL,2012-01-19,,unresolved,,,,,,,1
SYMM,2012-01-19,,unresolved,,,,,,,1
VAR,2012-01-19,,unresolved,,,,,,,1
WRLD,2012-01-19,,unresolved,,,,,,,1
AF,2012-01-20,,unresolved,,,,,,,1
BA,2012-01-20,,unresolved,,,,,,,1
CA,2012-01-20,,unresolved,,,,,,,1
CAT,2012-01-20,,unresolved,,,,,,,1
CB,2012-01-20,,unresolved,,,,,,,1
DEST,2012-01-20,,unresolved,,,,,,,1
HAE,2012-01-20,,unresolved,,,,,,,1
HON,2012-01-20,,unresolved,,,,,,,1
IBKC,2012-01-20,,unresolved,,,,,,,1
IDXX,2012-01-20,,unresolved,,,,,,,1
IGT,2012-01-20,,unresolved,,,,,,,1
ISSI,2012-01-20,,unresolved,,,,,,,1
MDP,2012-01-20,,unresolved,,,,,,,1
MSCC,2012-01-20,,unresolved,,,,,,,1
MUSA,2012-01-20,,unresolved,,,,,,,1
MXIM,2012-01-20,,unresolved,,,,,,,1
NVR,2012-01-20,,unresolved,,,,,,,1
RES,2012-01-20,,unresolved,,,,,,,1
ROL,2012-01-20,,unresolved,,,,,,,1
SYMM,2012-01-20,,unresolved,,,,,,,1
VAR,2012-01-20,,unresolved,,,,,,,1
WRLD,2012-01-20,,unresolved,,,,,,,1
AF,2012-01-23,,unresolved,,,,,,,1
BA,2012-01-23,,unresolved,,,,,,,1
CA,2012-01-23,,unresolved,,,,,,,1
CAT,2012-01-23,,unresolved,,,,,,,1
CB,2012-01-23,,unresolved,,,,,,,1
DEST,2012-01-23,,unresolved,,,,,,,1
HAE,2012-01-23,,unresolved,,,,,,,1
HON,2012-01-23,,unresolved,,,,,,,1
IBKC,2012-01-23,,unresolved,,,,,,,1
IDXX,2012-01-23,,unresolved,,,,,,,1
IGT,2012-01-23,,unresolved,,,,,,,1
ISSI,2012-01-23,,unresolved,,,,,,,1
MDP,2012-01-23,,unresolved,,,,,,,1
MSCC,2012-01-23,,unresolved,,,,,,,1
MUSA,2012-01-23,,unresolved,,,,,,,1
MXIM,2012-01-23,,unresolved,,,,,,,1
NVR,2012-01-23,,unresolved,,,,,,,1
RES,2012-01-23,,unresolved,,,,,,,1
ROL,2012-01-23,,unresolved,,,,,,,1
SYMM,2012-01-23,,unresolved,,,,,,,1
VAR,2012-01-23,,unresolved,,,,,,,1
WRLD,2012-01-23,,unresolved,,,,,,,1
AF,2012-01-24,,unresolved,,,,,,,1
BA,2012-01-24,,unresolved,,,,,,,1
CA,2012-01-24,,unresolved,,,,,,,1
CAT,2012-01-24,,unresolved,,,,,,,1
CB,2012-01-24,,unresolved,,,,,,,1
DEST,2012-01-24,,unresolved,,,,,,,1
HAE,2012-01-24,,unresolved,,,,,,,1
HON,2012-01-24,,unresolved,,,,,,,1
IBKC,2012-01-24,,unresolved,,,,,,,1
IDXX,2012-01-24,,unresolved,,,,,,,1
ISSI,2012-01-24,,unresolved,,,,,,,1
MSCC,2012-01-24,,unresolved,,,,,,,1
MUSA,2012-01-24,,unresolved,,,,,,,1
MXIM,2012-01-24,,unresolved,,,,,,,1
NVR,2012-01-24,,unresolved,,,,,,,1
RES,2012-01-24,,unresolved,,,,,,,1
ROL,2012-01-24,,unresolved,,,,,,,1
SYMM,2012-01-24,,unresolved,,,,,,,1
VAR,2012-01-24,,unresolved,,,,,,,1
WRLD,2012-01-24,,unresolved,,,,,,,1
AF,2012-01-25,,unresolved,,,,,,,1
CAT,2012-01-25,,unresolved,,,,,,,1
CB,2012-01-25,,unresolved,,,,,,,1
DEST,2012-01-25,,unresolved,,,,,,,1
HAE,2012-01-25,,unresolved,,,,,,,1
HON,2012-01-25,,unresolved,,,,,,,1
IDXX,2012-01-25,,unresolved,,,,,,,1
ISSI,2012-01-25,,unresolved,,,,,,,1
MSCC,2012-01-25,,unresolved,,,,,,,1
MUSA,2012-01-25,,unresolved,,,,,,,1
MXIM,2012-01-25,,unresolved,,,,,,,1
NVR,2012-01-25,,unresolved,,,,,,,1
SYMM,2012-01-25,,unresolved,,,,,,,1
VAR,2012-01-25,,unresolved,,,,,,,1
CB,2012-01-26,,unresolved,,,,,,,1
HAE,2012-01-26,,unresolved,,,,,,,1
HON,2012-01-26,,unresolved,,,,,,,1
IDXX,2012-01-26,,unresolved,,,,,,,1
MSCC,2012-01-26,,unresolved,,,,,,,1
MUSA,2012-01-26,,unresolved,,,,,,,1
MXIM,2012-01-26,,unresolved,,,,,,,1
HAE,2012-01-27,,unresolved,,,,,,,1
DGI,2012-06-29,,unresolved,,,,,,,1
DGI,2012-07-02,,unresolved,,,,,,,1
DGI,2012-07-03,,unresolved,,,,,,,1
DGI,2012-07-05,,unresolved,,,,,,,1
DGI,2012-07-06,,unresolved,,,,,,,1
DGI,2012-07-09,,unresolved,,,,,,,1
DGI,2012-07-10,,unresolved,,,,,,,1
DGI,2012-07-11,,unresolved,,,,,,,1
DGI,2012-07-12,,unresolved,,,,,,,1
DGI,2012-07-13,,unresolved,,,,,,,1
DGI,2012-07-16,,unresolved,,,,,,,1
DGI,2012-07-17,,unresolved,,,,,,,1
DGI,2012-07-18,,unresolved,,,,,,,1
DGI,2012-07-19,,unresolved,,,,,,,1
DGI,2012-07-20,,unresolved,,,,,,,1
DGI,2012-07-23,,unresolved,,,,,,,1
DGI,2012-07-24,,unresolved,,,,,,,1
DGI,2012-07-25,,unresolved,,,,,,,1
DGI,2012-07-26,,unresolved,,,,,,,1
DGI,2012-07-27,,unresolved,,,,,,,1
DGI,2012-07-30,,unresolved,,,,,,,1
DGI,2012-07-31,,unresolved,,,,,,,1
AVA,2013-01-17,,unresolved,,,,,,,1
AVA,2013-01-18,,unresolved,,,,,,,1
AVA,2013-01-22,,unresolved,,,,,,,1
AVA,2013-01-23,,unresolved,,,,,,,1
AVA,2013-01-24,,unresolved,,,,,,,1
AVA,2013-01-25,,unresolved,,,,,,,1
AVA,2013-01-28,,unresolved,,,,,,,1
AVA,2013-01-29,,unresolved,,,,,,,1
AVA,2013-01-30,,unresolved,,,,,,,1
AVA,2013-01-31,,unresolved,,,,,,,1
AVA,2013-02-01,,unresolved,,,,,,,1
AVA,2013-02-04,,unresolved,,,,,,,1
AVA,2013-02-05,,unresolved,,,,,,,1
AVA,2013-02-06,,unresolved,,,,,,,1
AVA,2013-02-07,,unresolved,,,,,,,1
AVA,2013-02-08,,unresolved,,,,,,,1
AVA,2013-02-11,,unresolved,,,,,,,1
AVA,2013-02-12,,unresolved,,,,,,,1
AVA,2013-02-13,,unresolved,,,,,,,1
AVA,2013-02-14,,unresolved,,,,,,,1
AVA,2013-02-15,,unresolved,,,,,,,1
AVA,2013-02-19,,unresolved,,,,,,,1
MKC,2013-02-28,,unresolved,,,,,,,1
MKC,2013-03-01,,unresolved,,,,,,,1
MKC,2013-03-04,,unresolved,,,,,,,1
MKC,2013-03-05,,unresolved,,,,,,,1
MKC,2013-03-06,,unresolved,,,,,,,1
MKC,2013-03-07,,unresolved,,,,,,,1
MKC,2013-03-08,,unresolved,,,,,,,1
MKC,2013-03-11,,unresolved,,,,,,,1
MKC,2013-03-12,,unresolved,,,,,,,1
MKC,2013-03-13,,unresolved,,,,,,,1
MKC,2013-03-14,,unresolved,,,,,,,1
MKC,2013-03-15,,unresolved,,,,,,,1
MKC,2013-03-18,,unresolved,,,,,,,1
LSCC,2013-03-19,,unresolved,,,,,,,1
MKC,2013-03-19,,unresolved,,,,,,,1
LSCC,2013-03-20,,unresolved,,,,,,,1
MKC,2013-03-20,,unresolved,,,,,,,1
LSCC,2013-03-21,,unresolved,,,,,,,1
MKC,2013-03-21,,unresolved,,,,,,,1
EW,2013-03-22,,unresolved,,,,,,,1
JNPR,2013-03-22,,unresolved,,,,,,,1
LSCC,2013-03-22,,unresolved,,,,,,,1
MKC,2013-03-22,,unresolved,,,,,,,1
MTH,2013-03-22,,unresolved,,,,,,,1
PNRA,2013-03-22,,unresolved,,,,,,,1
ECOL,2013-03-25,,unresolved,,,,,,,1
EW,2013-03-25,,unresolved,,,,,,,1
ISIL,2013-03-25,,unresolved,,,,,,,1
JNPR,2013-03-25,,unresolved,,,,,,,1
LRCX,2013-03-25,,unresolved,,,,,,,1
LSCC,2013-03-25,,unresolved,,,,,,,1
MKC,2013-03-25,,unresolved,,,,,,,1
MTH,2013-03-25,,unresolved,,,,,,,1
PNRA,2013-03-25,,unresolved,,,,,,,1
STMP,2013-03-25,,unresolved,,,,,,,1
ACO,2013-03-26,,unresolved,,,,,,,1
CAMP,2013-03-26,,unresolved,,,,,,,1
CENX,2013-03-26,,unresolved,,,,,,,1
ECHO,2013-03-26,,unresolved,,,,,,,1
ECOL,2013-03-26,,unresolved,,,,,,,1
EHTH,2013-03-26,,unresolved,,,,,,,1
EW,2013-03-26,,unresolved,,,,,,,1
GDI,2013-03-26,,unresolved,,,,,,,1
ISIL,2013-03-26,,unresolved,,,,,,,1
JNPR,2013-03-26,,unresolved,,,,,,,1
LRCX,2013-03-26,,unresolved,,,,,,,1
LSCC,2013-03-26,,unresolved,,,,,,,1
MCRI,2013-03-26,,unresolved,,,,,,,1
MCRL,2013-03-26,,unresolved,,,,,,,1
MKC,2013-03-26,,unresolved,,,,,,,1
MTH,2013-03-26,,unresolved,,,,,,,1
PFPT,2013-03-26,,unresolved,,,,,,,1
PNRA,2013-03-26,,unresolved,,,,,,,1
STMP,2013-03-26,,unresolved,,,,,,,1
VRSN,2013-03-26,,unresolved,,,,,,,1
ACO,2013-03-27,,unresolved,,,,,,,1
CAMP,2013-03-27,,unresolved,,,,,,,1
CENX,2013-03-27,,unresolved,,,,,,,1
ECHO,2013-03-27,,unresolved,,,,,,,1
ECOL,2013-03-27,,unresolved,,,,,,,1
EHTH,2013-03-27,,unresolved,,,,,,,1
EW,2013-03-27,,unresolved,,,,,,,1
GDI,2013-03-27,,unresolved,,,,,,,1
ISIL,2013-03-27,,unresolved,,,,,,,1
JNPR,2013-03-27,,unresolved,,,,,,,1
LRCX,2013-03-27,,unresolved,,,,,,,1
LSCC,2013-03-27,,unresolved,,,,,,,1
MCRI,2013-03-27,,unresolved,,,,,,,1
MCRL,2013-03-27,,unresolved,,,,,,,1
MKC,2013-03-27,,unresolved,,,,,,,1
MTH,2013-03-27,,unresolved,,,,,,,1
PFPT,2013-03-27,,unresolved,,,,,,,1
PNRA,2013-03-27,,unresolved,,,,,,,1
STMP,2013-03-27,,unresolved,,,,,,,1
VRSN,2013-03-27,,unresolved,,,,,,,1
ACO,2013-03-28,,unresolved,,,,,,,1
CAMP,2013-03-28,,unresolved,,,,,,,1
CENX,2013-03-28,,unresolved,,,,,,,1
ECHO,2013-03-28,,unresolved,,,,,,,1
ECOL,2013-03-28,,unresolved,,,,,,,1
EHTH,2013-03-28,,unresolved,,,,,,,1
EW,2013-03-28,,unresolved,,,,,,,1
GDI,2013-03-28,,unresolved,,,,,,,1
ISIL,2013-03-28,,unresolved,,,,,,,1
JNPR,2013-03-28,,unresolved,,,,,,,1
LRCX,2013-03-28,,unresolved,,,,,,,1
LSCC,2013-03-28,,unresolved,,,,,,,1
MCRI,2013-03-28,,unresolved,,,,,,,1
MCRL,2013-03-28,,unresolved,,,,,,,1
MKC,2013-03-28,,unresolved,,,,,,,1
MTH,2013-03-28,,unresolved,,,,,,,1
PFPT,2013-03-28,,unresolved,,,,,,,1
PNRA,2013-03-28,,unresolved,,,,,,,1
STMP,2013-03-28,,unresolved,,,,,,,1
VRSN,2013-03-28,,unresolved,,,,,,,1
ACO,2013-04-01,,unresolved,,,,,,,1
CAMP,2013-04-01,,unresolved,,,,,,,1
CENX,2013-04-01,,unresolved,,,,,,,1
ECHO,2013-04-01,,unresolved,,,,,,,1
ECOL,2013-04-01,,unresolved,,,,,,,1
EHTH,2013-04-01,,unresolved,,,,,,,1
EW,2013-04-01,,unresolved,,,,,,,1
GDI,2013-04-01,,unresolved,,,,,,,1
ISIL,2013-04-01,,unresolved,,,,,,,1
JNPR,2013-04-01,,unresolved,,,,,,,1
LRCX,2013-04-01,,unresolved,,,,,,,1
LSCC,2013-04-01,,unresolved,,,,,,,1
MCRI,2013-04-01,,unresolved,,,,,,,1
MCRL,2013-04-01,,unresolved,,,,,,,1
MKC,2013-04-01,,unresolved,,,,,,,1
MTH,2013-04-01,,unresolved,,,,,,,1
PFPT,2013-04-01,,unresolved,,,,,,,1
PNRA,2013-04-01,,unresolved,,,,,,,1
STMP,2013-04-01,,unresolved,,,,,,,1
VRSN,2013-04-01,,unresolved,,,,,,,1
ACO,2013-04-02,,unresolved,,,,,,,1
CAMP,2013-04-02,,unresolved,,,,,,,1
CENX,2013-04-02,,unresolved,,,,,,,1
ECHO,2013-04-02,,unresolved,,,,,,,1
ECOL,2013-04-02,,unresolved,,,,,,,1
EHTH,2013-04-02,,unresolved,,,,,,,1
EW,2013-04-02,,unresolved,,,,,,,1
GDI,2013-04-02,,unresolved,,,,,,,1
ISIL,2013-04-02,,unresolved,,,,,,,1
JNPR,2013-04-02,,unresolved,,,,,,,1
LRCX,2013-04-02,,unresolved,,,,,,,1
LSCC,2013-04-02,,unresolved,,,,,,,1
MCRI,2013-04-02,,unresolved,,,,,,,1
MCRL,2013-04-02,,unresolved,,,,,,,1
MTH,2013-04-02,,unresolved,,,,,,,1
PFPT,2013-04-02,,unresolved,,,,,,,1
PNRA,2013-04-02,,unresolved,,,,,,,1
STMP,2013-04-02,,unresolved,,,,,,,1
VRSN,2013-04-02,,unresolved,,,,,,,1
ACO,2013-04-03,,unresolved,,,,,,,1
CAMP,2013-04-03,,unresolved,,,,,,,1
CENX,2013-04-03,,unresolved,,,,,,,1
ECHO,2013-04-03,,unresolved,,,,,,,1
ECOL,2013-04-03,,unresolved,,,,,,,1
EHTH,2013-04-03,,unresolved,,,,,,,1
EW,2013-04-03,,unresolved,,,,,,,1
GDI,2013-04-03,,unresolved,,,,,,,1
ISIL,2013-04-03,,unresolved,,,,,,,1
JNPR,2013-04-03,,unresolved,,,,,,,1
LRCX,2013-04-03,,unresolved,,,,,,,1
LSCC,2013-04-03,,unresolved,,,,,,,1
MCRI,2013-04-03,,unresolved,,,,,,,1
MCRL,2013-04-03,,unresolved,,,,,,,1
MTH,2013-04-03,,unresolved,,,,,,,1
PFPT,2013-04-03,,unresolved,,,,,,,1
PNRA,2013-04-03,,unresolved,,,,,,,1
STMP,2013-04-03,,unresolved,,,,,,,1
VRSN,2013-04-03,,unresolved,,,,,,,1
ACO,2013-04-04,,unresolved,,,,,,,1
CAMP,2013-04-04,,unresolved,,,,,,,1
CENX,2013-04-04,,unresolved,,,,,,,1
ECHO,2013-04-04,,unresolved,,,,,,,1
ECOL,2013-04-04,,unresolved,,,,,,,1
EHTH,2013-04-04,,unresolved,,,,,,,1
EW,2013-04-04,,unresolved,,,,,,,1
GDI,2013-04-04,,unresolved,,,,,,,1
ISIL,2013-04-04,,unresolved,,,,,,,1
JNPR,2013-04-04,,unresolved,,,,,,,1
LRCX,2013-04-04,,unresolved,,,,,,,1
LSCC,2013-04-04,,unresolved,,,,,,,1
MCRI,2013-04-04,,unresolved,,,,,,,1
MCRL,2013-04-04,,unresolved,,,,,,,1
MTH,2013-04-04,,unresolved,,,,,,,1
PFPT,2013-04-04,,unresolved,,,,,,,1
PNRA,2013-04-04,,unresolved,,,,,,,1
STMP,2013-04-04,,unresolved,,,,,,,1
VRSN,2013-04-04,,unresolved,,,,,,,1
ACO,2013-04-05,,unresolved,,,,,,,1
APC,2013-04-05,,unresolved,,,,,,,1
CAMP,2013-04-05,,unresolved,,,,,,,1
CENX,2013-04-05,,unresolved,,,,,,,1
ECHO,2013-04-05,,unresolved,,,,,,,1
ECOL,2013-04-05,,unresolved,,,,,,,1
EHTH,2013-04-05,,unresolved,,,,,,,1
EW,2013-04-05,,unresolved,,,,,,,1
GDI,2013-04-05,,unresolved,,,,,,,1
ISIL,2013-04-05,,unresolved,,,,,,,1
JNPR,2013-04-05,,unresolved,,,,,,,1
LRCX,2013-04-05,,unresolved,,,,,,,1
LSCC,2013-04-05,,unresolved,,,,,,,1
MCRI,2013-04-05,,unresolved,,,,,,,1
MCRL,2013-04-05,,unresolved,,,,,,,1
MTH,2013-04-05,,unresolved,,,,,,,1
PFPT,2013-04-05,,unresolved,,,,,,,1
PNRA,2013-04-05,,unresolved,,,,,,,1
STMP,2013-04-05,,unresolved,,,,,,,1
VRSN,2013-04-05,,unresolved,,,,,,,1
ACO,2013-04-08,,unresolved,,,,,,,1
APC,2013-04-08,,unresolved,,,,,,,1
BIO,2013-04-08,,unresolved,,,,,,,1
CAMP,2013-04-08,,unresolved,,,,,,,1
CENX,2013-04-08,,unresolved,,,,,,,1
DGI,2013-04-08,,unresolved,,,,,,,1
ECHO,2013-04-08,,unresolved,,,,,,,1
ECOL,2013-04-08,,unresolved,,,,,,,1
EHTH,2013-04-08,,unresolved,,,,,,,1
EW,2013-04-08,,unresolved,,,,,,,1
GDI,2013-04-08,,unresolved,,,,,,,1
ISIL,2013-04-08,,unresolved,,,,,,,1
JNPR,2013-04-08,,unresolved,,,,,,,1
KELYA,2013-04-08,,unresolved,,,,,,,1
LRCX,2013-04-08,,unresolved,,,,,,,1
LSCC,2013-04-08,,unresolved,,,,,,,1
MCRI,2013-04-08,,unresolved,,,,,,,1
MCRL,2013-04-08,,unresolved,,,,,,,1
MTH,2013-04-08,,unresolved,,,,,,,1
PFPT,2013-04-08,,unresolved,,,,,,,1
PNRA,2013-04-08,,unresolved,,,,,,,1
STMP,2013-04-08,,unresolved,,,,,,,1
VRSN,2013-04-08,,unresolved,,,,,,,1
ACO,2013-04-09,,unresolved,,,,,,,1
APC,2013-04-09,,unresolved,,,,,,,1
BIO,2013-04-09,,unresolved,,,,,,,1
CAMP,2013-04-09,,unresolved,,,,,,,1
CENX,2013-04-09,,unresolved,,,,,,,1
DGI,2013-04-09,,unresolved,,,,,,,1
ECHO,2013-04-09,,unresolved,,,,,,,1
ECOL,2013-04-09,,unresolved,,,,,,,1
EHTH,2013-04-09,,unresolved,,,,,,,1
EW,2013-04-09,,unresolved,,,,,,,1
GDI,2013-04-09,,unresolved,,,,,,,1
GORO,2013-04-09,,unresolved,,,,,,,1
ISIL,2013-04-09,,unresolved,,,,,,,1
JNPR,2013-04-09,,unresolved,,,,,,,1
KELYA,2013-04-09,,unresolved,,,,,,,1
LRCX,2013-04-09,,unresolved,,,,,,,1
LSCC,2013-04-09,,unresolved,,,,,,,1
MCRI,2013-04-09,,unresolved,,,,,,,1
MCRL,2013-04-09,,unresolved,,,,,,,1
MTH,2013-04-09,,unresolved,,,,,,,1
